Прізвище,Ім'я,По батькові,Стать,Дата народження,Посада,Місто проживання,Адреса проживання,Телефон,Email
Андрійович,Леон,Петрович,male,1987-10-15,PR-менеджер,хутір Конотоп,"проспект Тургенєва, буд. 245, Борщів, 35231",+380 (23) 984-11-73,iaryna16@example.org
Лемешко,Данна,Мар'янівна,female,1971-11-07,Програміст,село Підгайці,"набережна Гонтаренко, буд. 6, Кременець, 13863",919-18-60,gbezditko@example.net
Забіла,Степан,Андрійович,male,1973-01-16,Аналітик даних,село Зугрес,"парк Щоглова, буд. 3 кв. 7, Армянськ, 42468",+380 (28) 190-70-00,khomashakhrai@example.com
Онуфрієнко,Руслан,Мар'янович,male,1965-01-12,Кадровий менеджер,хутір Олешки,"проспект Нова, буд. 912 кв. 40, Таврійськ, 81439",001 942 95 29,ishapoval@example.org
Василенко,Максим,Геннадійович,male,1971-06-18,Кадровий менеджер,хутір Гола Пристань,"сквер Дідріхсона, буд. 19, Ніжин, 29068",223 81 96,talanalla@example.com
Зінченко,Михайлина,Мар'янівна,female,2006-04-24,Архітектор,село Світлодарськ,"шосе Восьмого березня 9-й, буд. 3, Сарни, 32926",+380 59 369-91-78,jpiddubnyi@example.net
Носенко,Вадим,Зеновійович,male,2005-09-25,Асистент керівника,село Галич,"шосе Перший Кришталевий, буд. 85, Донецьк, 45591",082 553 90 92,ssymonenko@example.net
Данькевич,Василина,Леонідівна,female,2001-02-19,Аудитор,селище Підгородне,"набережна Рівний, буд. 7 кв. 013, Ізюм, 65821",310 08 81,eshutko@example.org
Лисенко,Богданна,Денисівна,female,1955-05-16,Менеджер з продукту,село Балаклія,"провулок Лінія 32-га, буд. 52, Липовець, 37968",+380 76 833 70 72,vasylyna67@example.com
Юхименко,Сніжана,Костянтинівна,female,1954-08-13,Інженер з якості,селище Рожище,"провулок Кустанайський 2-й, буд. 07, Вугледар, 99927",084 956-26-51,vakulenkobohuslava@example.org
Тимченко,Ігнат,Борисович,male,1955-03-01,Кадровий менеджер,хутір Бершадь,"проспект Водний, буд. 1, Нова Каховка, 49695",058-55-75,andriienkoroksolana@example.com
Фаренюк,Єлисавета,Петрівна,female,1959-05-22,Аналітик даних,хутір Ромни,"узвіз Старорізнична, буд. 028, Костопіль, 60867",+380 24 355 29 76,pvdovychenko@example.org
Данчук,Богданна,Олексіївна,female,1941-05-02,Інженер з якості,селище Судак ,"сквер Ясна, буд. 7, Святогірськ, 62064",070 474 97 41,ybairak@example.net
Петренко,Богдан,Юрійович,male,2001-04-08,Кадровий менеджер,селище Рудки,"набережна Виноградна 1-ша, буд. 98 кв. 739, Марганець , 30171",+380 69 707-97-95,khudiakokhrim@example.com
Вовк,Роксолана,Костянтинівна,female,1987-01-24,Програміст,місто Новгород-Сіверський,"проспект Гаршина, буд. 397, Глиняни, 35610",024 229-77-65,rozaliia53@example.com
Єрошенко,Ярина,Максимівна,female,1952-11-17,Дизайнер,селище Вашківці,"вулиця Таїрова, буд. 774, Середина-Буда, 02648",+380 06 695-00-82,irynamykhailychenko@example.org
Аверченко,Любов,Іванівна,female,1963-01-01,Менеджер з продукту,село Таврійськ,"площа Елеваторна, буд. 06, Галич, 21480",+380 (12) 118-50-98,hlibhavryliv@example.com
Кабаненко,Охрім,Юрійович,male,1954-06-11,Бухгалтер,місто Гірське,"провулок Центральна, буд. 687, Самбір, 41239",+380 23 701 69 03,tsarenkoiryna@example.com
Данчук,Святослава,Леонідівна,female,1997-04-23,Офіс-менеджер,хутір Переяслав,"сквер Лиманчик 2-й Лінія 3-тя, буд. 399 кв. 9, Мирноград, 47065",085 981-13-71,opanasorlyk@example.net
Якименко,Анастасія,Леонідівна,female,1962-01-23,Системний адміністратор,село Бунге ,"сквер Шишкіна 2-й, буд. 352 кв. 001, Середина-Буда, 25534",016 220 40 50,chornovilvira@example.net
Якименко,Ярослав,Ярославович,male,1946-11-23,Офіс-менеджер,хутір Пологи ,"сквер Льва Толстого, буд. 13, Голубівка, 93123",046-65-33,valekseienko@example.com
Михайлюк,Болеслав,Тимофійович,male,1953-04-06,Менеджер з маркетингу,селище Барвінкове,"площа Восьмого Березня Лінія 5-та, буд. 580 кв. 130, Марганець , 76987",+380 90 909-61-70,trokhymkashchenko@example.com
Габелко,Максим,Сергійович,male,1953-04-25,Аудитор,місто Мар'їнка,"парк 1-ша Лінія 6-й ст. Люстдорфської дороги, буд. 3, Кам'янка-Бузька, 39258",+380 (32) 917-28-29,uieresko@example.com
Приходько,Лариса,Володимирівна,female,1955-04-26,Менеджер з продукту,село Красногорівка,"набережна Історія Футболу, буд. 88 кв. 290, Дрогобич, 93229",347-92-66,symon04@example.net
Гупало,Ада,Зеновіївна,female,1949-07-08,Офіс-менеджер,місто Славутич,"узвіз Далекосхідна, буд. 7, Яготин, 52675",+380 28 108-50-56,cvasylevych@example.org
Килимник,Соломон,Андрійович,male,1975-03-24,Менеджер з продукту,селище Тростянець,"узвіз Ламаний, буд. 676 кв. 6, Жданівка, 51563",+380 91 974-73-56,olytvyn@example.org
Андрійович,Демʼян,Назарович,male,1971-09-24,Тестувальник,хутір Рожище,"набережна Новощіпний ряд, буд. 11, Судак , 90512",076 293-87-93,wivanenko@example.com
Хорішко,Хома,Андрійович,male,1969-05-15,Аудитор,село Гола Пристань,"сквер Кривобалківська, буд. 327 кв. 8, Снігурівка, 93885",+380 83 637-07-15,sofiiaiaremchuk@example.org
Тесля,Микита,Леонідович,male,1998-07-06,Копірайтер,село Баранівка,"узвіз Ползунова 1-й, буд. 7, Благовіщенське, 21069",+380 32 179 22 87,leskhrystych@example.org
Худобʼяк,Роксолана,Данилівна,female,1957-11-12,Дизайнер,хутір Кипуче,"сквер Наявний 3-й, буд. 072, Путивль, 72543",+380 68 454 64 00,nosachenkomariana@example.net
Теличенко,Адам,Зеновійович,male,1969-10-14,Аналітик даних,хутір Рені,"вулиця Юхима Геллера, буд. 323 кв. 0, Новий Калинів, 98437",+380 11 584-19-76,mykytaalekseienko@example.com
Єрошенко,Орест,Максимович,male,1979-03-05,Менеджер з закупівель,хутір Острог,"шосе Кропивницького, буд. 627 кв. 7, Гайворон, 15020",+380 05 881-57-18,bohuslava11@example.com
Христич,Веніямин,Юрійович,male,1972-02-12,HR-менеджер,село Вижниця,"парк 12-та Суворовська, буд. 2 кв. 47, Армянськ, 54638",001 706-13-41,bakumenkoorysia@example.org
Яценюк,Спас,Володимирович,male,1955-01-22,Менеджер з продукту,місто Буча,"площа Новоукраїнський, буд. 22, Конотоп, 69826",+380 (65) 512-50-53,markotsybulenko@example.com
Онищенко,Ігнат,Павлович,male,1941-08-26,Менеджер з закупівель,селище Щолкіне,"сквер Маршала Говорова, буд. 818, Глухів, 69947",013 155-25-62,ielysaveta94@example.com
Бакуменко,Ірена,Сергіївна,female,1945-12-28,PR-менеджер,селище Родинське,"набережна Мечникова, буд. 9, Самбір, 71864",923 04 36,feofan38@example.com
